removed_from,removed_gene,outcome,beta,se,ci_low,ci_high,p,n,patients
ox,ALDH6A1,Inflamm,0.3688615431674127,0.11602573101027339,0.14145528910734478,0.5962677972274806,0.001477149214381647,136,20
ox,ALDH6A1,Hypoxia,0.6397749861093822,0.09807652150020497,0.44754853624001223,0.8320014359787522,6.881259785900613e-11,136,20
ox,ATP1B1,Inflamm,0.3717307943107485,0.11783765870353713,0.1407732272292929,0.6026883613922042,0.0016071774602389758,136,20
ox,ATP1B1,Hypoxia,0.6469878672515259,0.09981292222303562,0.4513581345026785,0.8426176000003733,9.051160175477497e-11,136,20
ox,ATP6AP1,Inflamm,0.37177630563239894,0.11524953906425917,0.14589135983160895,0.5976612514331889,0.001256045701169257,136,20
ox,ATP6AP1,Hypoxia,0.6492432022646015,0.09897386850964482,0.4552579845750947,0.8432284199541084,5.390036870932055e-11,136,20
ox,ATP6V0B,Inflamm,0.37914173026611653,0.11488888812639346,0.1539636473145339,0.6043198132176991,0.0009665964434451981,136,20
ox,ATP6V0B,Hypoxia,0.653943328020649,0.0990893478089302,0.4597317750635829,0.8481548809777151,4.124575441251895e-11,136,20
ox,ATP6V0C,Inflamm,0.3747726384880763,0.11587406809813917,0.14766363827358187,0.6018816387025707,0.0012193709217819717,136,20
ox,ATP6V0C,Hypoxia,0.6556394292520717,0.09947373322994761,0.46067449471362926,0.8506043637905143,4.366356838838546e-11,136,20
ox,ATP6V0E1,Inflamm,0.3721037175542512,0.11681538875164618,0.14314976276097935,0.601057672347523,0.0014455414604785518,136,20
ox,ATP6V0E1,Hypoxia,0.6458878114462389,0.10156078695222705,0.4468323267783284,0.8449432961141493,2.0225607148729832e-10,136,20
ox,ATP6V1C1,Inflamm,0.369647849411584,0.11620098752713219,0.14189809889041688,0.5973975999327512,0.0014671310586180117,136,20
ox,ATP6V1C1,Hypoxia,0.6370765564856937,0.10174634794692831,0.43765737895123336,0.8364957340201541,3.814889927624762e-10,136,20
ox,ATP6V1D,Inflamm,0.3785135892263767,0.11670556511862293,0.14977488479848175,0.6072522936542716,0.00118145095821764,136,20
ox,ATP6V1D,Hypoxia,0.643886706997933,0.10045709376809758,0.44699442122089866,0.8407789927749674,1.4593127753395942e-10,136,20
ox,ATP6V1E1,Inflamm,0.37297889713943144,0.11609781959579152,0.14543135204805152,0.6005264422308114,0.0013152734924748936,136,20
ox,ATP6V1E1,Hypoxia,0.6412754549183196,0.09962372219865166,0.4460165474031389,0.8365343624335003,1.2187762982898768e-10,136,20
ox,ATP6V1F,Inflamm,0.38126190973444496,0.11576968201788528,0.1543575024777355,0.6081663169911544,0.0009902601331921942,136,20
ox,ATP6V1F,Hypoxia,0.657466636199642,0.09901274555584055,0.4634052208997662,0.8515280514995177,3.132105142344433e-11,136,20
ox,ATP6V1G1,Inflamm,0.38532663447268056,0.11664026337563009,0.15671591910917929,0.6139373498361819,0.000954698410091601,136,20
ox,ATP6V1G1,Hypoxia,0.6613543927170167,0.10036093638626963,0.46465057194521275,0.8580582134888206,4.405408251092933e-11,136,20
ox,ATP6V1H,Inflamm,0.3756555725319287,0.11418524773931545,0.15185659939708682,0.5994545456667706,0.001002307113805028,136,20
ox,ATP6V1H,Hypoxia,0.6490903293795736,0.09863478303009714,0.4557697070176607,0.8424109517414864,4.680976301385136e-11,136,20
ox,BAX,Inflamm,0.3679135243829519,0.11603693660586645,0.14048530775909623,0.5953417410068076,0.001520937193780158,136,20
ox,BAX,Hypoxia,0.6464919251384804,0.1016954299737936,0.4471725449975299,0.8458113052794309,2.0554676071377668e-10,136,20
ox,BCKDHA,Inflamm,0.3672604128629916,0.11585861548540596,0.1401816992129213,0.5943391265130619,0.0015249055853976258,136,20
ox,BCKDHA,Hypoxia,0.6470675600426703,0.10047551988445817,0.45013915974119423,0.8439959603441464,1.1943267646294876e-10,136,20
ox,BDH2,Inflamm,0.36761967540044815,0.11795828260947179,0.13642568980768605,0.5988136609932102,0.0018299753851909225,136,20
ox,BDH2,Hypoxia,0.6408837549199051,0.10161521834678265,0.4417215866790374,0.8400459231607729,2.845578074700472e-10,136,20
ox,CASP7,Inflamm,0.37090253726742306,0.11450421513620905,0.1464783995224272,0.5953266750124189,0.0011986371483459772,136,20
ox,CASP7,Hypoxia,0.6386065400812698,0.09971069602713846,0.44317716699465737,0.8340359131678823,1.5076989740495312e-10,136,20
ox,COX10,Inflamm,0.36551738722811344,0.11516973411348122,0.1397888562566362,0.5912459181995907,0.0015049475265341192,136,20
ox,COX10,Hypoxia,0.6367498051347891,0.10063745782031257,0.43950401231130765,0.8339955979582705,2.49706236533906e-10,136,20
ox,COX11,Inflamm,0.37603079711205434,0.11648431434045713,0.14772573624091584,0.6043358579831928,0.0012458630212730133,136,20
ox,COX11,Hypoxia,0.644765236226029,0.09910992399927045,0.45051335467695697,0.839017117775101,7.740614842704267e-11,136,20
ox,COX15,Inflamm,0.3688541022410212,0.11611209921144419,0.141278569617249,0.5964296348647935,0.0014895751534842274,136,20
ox,COX15,Hypoxia,0.6386188331485548,0.10067380594129924,0.44130179931703384,0.8359358669800758,2.2468201761494436e-10,136,20
ox,COX17,Inflamm,0.3692014815797866,0.11818440065245538,0.137564312766522,0.6008386503930512,0.0017844424937664104,136,20
ox,COX17,Hypoxia,0.6575737150654861,0.10407160758004019,0.45359711239542166,0.8615503177355506,2.6415924547456483e-10,136,20
ox,COX4I1,Inflamm,0.37476198059215104,0.11599056479875093,0.14742465104013983,0.6020993101441623,0.0012337109091819173,136,20
ox,COX4I1,Hypoxia,0.6552137559669902,0.10012827897231816,0.4589659353472674,0.851461576586713,5.999774279645543e-11,136,20
ox,COX5A,Inflamm,0.3740574690403672,0.11620774470761565,0.14629447468881543,0.601820463391919,0.001286974121425352,136,20
ox,COX5A,Hypoxia,0.6530652495455,0.1009717801330399,0.4551641970298449,0.8509663020611552,9.944018305751184e-11,136,20
ox,COX5B,Inflamm,0.3714973308599414,0.11782918710563975,0.14055636780525618,0.6024382939146267,0.0016168684765499933,136,20
ox,COX5B,Hypoxia,0.6585726912081016,0.10212135973538572,0.45841850407448675,0.8587268783417163,1.1264845996347531e-10,136,20
ox,COX6A1,Inflamm,0.3766103113121976,0.11743769202958802,0.14643666450669848,0.6067839581176967,0.0013417610297734417,136,20
ox,COX6A1,Hypoxia,0.6555693821169168,0.10136218852473114,0.45690314321428466,0.854235621019549,9.957625096528228e-11,136,20
ox,COX6B1,Inflamm,0.3760450343467363,0.1180018764731714,0.14476560635117602,0.6073244623422966,0.001438703139192229,136,20
ox,COX6B1,Hypoxia,0.6547904770237709,0.10147079169361352,0.4559113798215223,0.8536695742260195,1.0966122396265566e-10,136,20
ox,COX6C,Inflamm,0.3807653271473799,0.11867865487542283,0.14815943785789223,0.6133712164368675,0.0013348850358108108,136,20
ox,COX6C,Hypoxia,0.6577952492678305,0.10220377709128253,0.45747952708495687,0.8581109714507041,1.2257028935474442e-10,136,20
ox,COX7A2,Inflamm,0.37475840239371616,0.11751775947658542,0.1444278262757681,0.6050889785116642,0.0014278997078167332,136,20
ox,COX7A2,Hypoxia,0.6580934725054857,0.10182448516636954,0.4585211488350684,0.8576657961759029,1.026351313337636e-10,136,20
ox,COX7A2L,Inflamm,0.37866436236392587,0.11494643269153543,0.15337349413715895,0.6039552305906928,0.00098678342973387,136,20
ox,COX7A2L,Hypoxia,0.6545044412597094,0.10065906321068377,0.4572163026492285,0.8517925798701903,7.915857454947693e-11,136,20
ox,COX7B,Inflamm,0.3814438776318295,0.11841623104160165,0.1493523296053163,0.6135354256583427,0.0012764933496584854,136,20
ox,COX7B,Hypoxia,0.6560509661177307,0.10143567502669544,0.45724069631789865,0.8548612359175628,9.953532421077042e-11,136,20
ox,COX7C,Inflamm,0.37596402625709935,0.11874753848767836,0.14322312756846586,0.6087049249457328,0.0015450910078673391,136,20
ox,COX7C,Hypoxia,0.658940399896657,0.10244002377047504,0.4581616427310989,0.8597191570622151,1.2556278628452252e-10,136,20
ox,COX8A,Inflamm,0.3760277181808078,0.11625447332806432,0.14817313741612945,0.6038822989454862,0.0012184628859368888,136,20
ox,COX8A,Hypoxia,0.6588161088263063,0.10041927321009719,0.4619979499808279,0.8556342676717846,5.357228714667413e-11,136,20
ox,CPT1A,Inflamm,0.3727368701594883,0.11482727099386138,0.14767955456849918,0.5977941857504774,0.0011701181640000281,136,20
ox,CPT1A,Hypoxia,0.6481567657625469,0.0993819051518093,0.453371810950025,0.8429417205750688,6.94319929262453e-11,136,20
ox,CS,Inflamm,0.3767797042486879,0.11646558201252545,0.14851135806564206,0.6050480504317337,0.0012159318676369373,136,20
ox,CS,Hypoxia,0.6435126083106351,0.09997984856481042,0.44755570594383803,0.8394695106774321,1.2232175102990385e-10,136,20
ox,CYB5R3,Inflamm,0.3728651003063509,0.11508403504159448,0.14730453642928018,0.5984256641834216,0.0011955583074259686,136,20
ox,CYB5R3,Hypoxia,0.6519569417410909,0.09947457788125424,0.45699035171650787,0.8469235317656738,5.6013860225251673e-11,136,20
ox,CYC1,Inflamm,0.37133375395302193,0.11635732122589308,0.1432775950127135,0.5993899128933303,0.0014162303100719701,136,20
ox,CYC1,Hypoxia,0.6490743027634103,0.10054240602029679,0.45201480804462546,0.8461337974821951,1.0770076728275309e-10,136,20
ox,CYCS,Inflamm,0.3862338982844796,0.1170627189512141,0.15679518520776553,0.6156726113611937,0.0009690010653038577,136,20
ox,CYCS,Hypoxia,0.6553406076429782,0.10138953442311349,0.4566207717643917,0.8540604435215646,1.0224616307111228e-10,136,20
ox,DECR1,Inflamm,0.3733813180692376,0.11709177942709062,0.14388564750643193,0.6028769886320432,0.0014286868506792581,136,20
ox,DECR1,Hypoxia,0.6434367416329257,0.10062778147061,0.4462099141063631,0.8406635691594884,1.6136298484027012e-10,136,20
ox,DLAT,Inflamm,0.3723152156454659,0.11646639201913962,0.14404528187862903,0.6005851494123027,0.001389800459436424,136,20
ox,DLAT,Hypoxia,0.6444722842493086,0.09901896999673439,0.450398669269457,0.8385458992291601,7.586758200694916e-11,136,20
ox,DLST,Inflamm,0.3723277151226021,0.11644762836557161,0.14409455744097693,0.6005608728042273,0.0013868046009548034,136,20
ox,DLST,Hypoxia,0.6471699959154456,0.09951443980967213,0.4521252779468092,0.8422147138840819,7.858874091198e-11,136,20
ox,ECH1,Inflamm,0.36827664729114196,0.11561078465048552,0.14168367315177424,0.5948696214305097,0.0014451061482289877,136,20
ox,ECH1,Hypoxia,0.6453788218100542,0.1005182729907722,0.4483666269599754,0.842391016660133,1.3581637395116268e-10,136,20
ox,ECHS1,Inflamm,0.36764668325664907,0.11566118095884208,0.14095493416794871,0.5943384323453494,0.0014796144416894946,136,20
ox,ECHS1,Hypoxia,0.6420238662707735,0.09947421057665735,0.4470579961499717,0.8369897363915753,1.0881071584058839e-10,136,20
ox,ECI1,Inflamm,0.3670937138688204,0.1165505820027186,0.13865877076630972,0.5955286569713311,0.0016346533681113567,136,20
ox,ECI1,Hypoxia,0.6503988046106917,0.0998196926011291,0.4547558021646193,0.846041807056764,7.23339045576645e-11,136,20
ox,ETFA,Inflamm,0.3707862449485735,0.11524859351465432,0.14490315239095458,0.5966693375061924,0.001294151694864514,136,20
ox,ETFA,Hypoxia,0.6455318968983856,0.10075472639751103,0.4480562618870769,0.8430075319096944,1.484459288747952e-10,136,20
ox,ETFB,Inflamm,0.37244363806210834,0.11521318118562342,0.14662995239399867,0.598257323730218,0.0012264866680709225,136,20
ox,ETFB,Hypoxia,0.6508127273219232,0.09912725947562268,0.45652686886354593,0.8450985857803004,5.18841722260225e-11,136,20
ox,ETFDH,Inflamm,0.35934297346788924,0.11698237391043394,0.13006173377744068,0.5886242131583378,0.002127934560368999,136,20
ox,ETFDH,Hypoxia,0.6294692672592792,0.10279576243172539,0.42799327512976193,0.8309452593887965,9.154512098244854e-10,136,20
ox,FDX1,Inflamm,0.3790271010403369,0.11412331320591594,0.1553495173603573,0.6027046847203165,0.0008962916369536831,136,20
ox,FDX1,Hypoxia,0.6579767150133322,0.09966044974295014,0.46264582283408584,0.8533076071925786,4.0514179187205e-11,136,20
ox,FH,Inflamm,0.36766905536559835,0.1169299730622018,0.1384905194504441,0.5968475912807526,0.0016645478979564058,136,20
ox,FH,Hypoxia,0.6395624004956183,0.10143089530128298,0.4407614987854507,0.8383633022057859,2.874499394716196e-10,136,20
ox,FXN,Inflamm,0.3692263432009537,0.11634837516694432,0.14118771821398843,0.597264968187919,0.0015063620510105647,136,20
ox,FXN,Hypoxia,0.6449761736307913,0.10088780502090301,0.44723970931052215,0.8427126379510604,1.6265766116159847e-10,136,20
ox,GLUD1,Inflamm,0.3769737795731568,0.11413038937620021,0.1532823268542716,0.600665232292042,0.000956530898084324,136,20
ox,GLUD1,Hypoxia,0.6477905148677259,0.09785236667774379,0.4560034003773408,0.839577629358111,3.590040482662816e-11,136,20
ox,GPX4,Inflamm,0.3688382726180264,0.11472989441055419,0.14397181162325692,0.5937047336127959,0.0013051717333260843,136,20
ox,GPX4,Hypoxia,0.6519834827438331,0.09983821222401078,0.4563041825039054,0.8476627829837609,6.559417641067536e-11,136,20
ox,GRPEL1,Inflamm,0.38092775081343944,0.11385675008625556,0.15777262124760083,0.604082880379278,0.0008208236581506658,136,20
ox,GRPEL1,Hypoxia,0.659579564518864,0.0985672074640837,0.4663913878325724,0.8527677412051556,2.2063279151340718e-11,136,20
ox,HADHA,Inflamm,0.3727017066370366,0.11504747544161324,0.14721279825921832,0.5981906150148549,0.0011971972404415062,136,20
ox,HADHA,Hypoxia,0.643187107504016,0.09950110359425965,0.44816852803727814,0.8382056869707538,1.0188976621358486e-10,136,20
ox,HADHB,Inflamm,0.372822705314763,0.11521944780999673,0.14699673728857704,0.5986486733409491,0.0012131851244187525,136,20
ox,HADHB,Hypoxia,0.6440149156223429,0.09980720042797676,0.4483963973857378,0.8396334338589481,1.0995474465239388e-10,136,20
ox,HCCS,Inflamm,0.37068596683640664,0.11590030173300266,0.14352554964239622,0.5978463840304171,0.0013823198173208108,136,20
ox,HCCS,Hypoxia,0.6423658860819843,0.10104582480860265,0.4443197086689792,0.8404120634949894,2.054992316945494e-10,136,20
ox,HSD17B10,Inflamm,0.36978342637278927,0.11743905617021827,0.13960710590078504,0.5999597468447935,0.0016398378970829681,136,20
ox,HSD17B10,Hypoxia,0.6462613350686417,0.10198355025754606,0.44637724954832086,0.8461454205889625,2.3440756041871847e-10,136,20
ox,HSPA9,Inflamm,0.377683540716769,0.11494129004001771,0.15240275190176186,0.6029643295317761,0.0010166351126583864,136,20
ox,HSPA9,Hypoxia,0.6485347596276383,0.09954313484448078,0.45343380042424186,0.8436357188310347,7.263501689855714e-11,136,20
ox,HTRA2,Inflamm,0.36117517158626167,0.1163585700549692,0.1331165649859412,0.5892337781865822,0.0019093347935648355,136,20
ox,HTRA2,Hypoxia,0.6382431697553168,0.10009934033308532,0.44205206782625195,0.8344342716843817,1.8165711170045245e-10,136,20
ox,IDH2,Inflamm,0.3676387375654169,0.11606769143903427,0.14015024257620176,0.595127232554632,0.00153781567360421,136,20
ox,IDH2,Hypoxia,0.6453821848856107,0.09962707138450157,0.45011671308678664,0.8406476566844348,9.295861574148549e-11,136,20
ox,IDH3A,Inflamm,0.3760609380935096,0.11611142674923071,0.14848672347145678,0.6036351527155625,0.0012003643298180034,136,20
ox,IDH3A,Hypoxia,0.6421425766587614,0.10076376787496798,0.4446492206772701,0.8396359326402527,1.8566510689344868e-10,136,20
ox,IDH3B,Inflamm,0.37683559368822306,0.11684671294881936,0.14782024459664714,0.605850942779799,0.0012595405037250363,136,20
ox,IDH3B,Hypoxia,0.6473846458018291,0.10064826609521862,0.45011766914879675,0.8446516224548615,1.2581230247470867e-10,136,20
ox,IDH3G,Inflamm,0.3721060739212122,0.11574396662285824,0.14525206791260395,0.5989600799298205,0.0013048684686789462,136,20
ox,IDH3G,Hypoxia,0.6470936788739515,0.09946421896182342,0.4521473919583717,0.8420399657895313,7.728428077409196e-11,136,20
ox,IMMT,Inflamm,0.36534562366067447,0.11587885440797813,0.13822724245127685,0.5924640048700721,0.0016169931216640935,136,20
ox,IMMT,Hypoxia,0.6406941309525624,0.10080436098056152,0.44312121394608717,0.8382670479590377,2.0732092602510655e-10,136,20
ox,ISCA1,Inflamm,0.38651463848851564,0.1142218923190176,0.16264384329722892,0.6103854336798024,0.0007146590163836332,136,20
ox,ISCA1,Hypoxia,0.662434864071864,0.09827130067447742,0.46982665403598156,0.8550430741077465,1.57432190545013e-11,136,20
ox,ISCU,Inflamm,0.37370479555033154,0.11593259739727119,0.146481080017498,0.600928511083165,0.00126649296158512,136,20
ox,ISCU,Hypoxia,0.652644901783845,0.09949454541202275,0.45763917611809557,0.8476506274495945,5.395055157150873e-11,136,20
ox,LDHB,Inflamm,0.36766124032872993,0.11790971402017003,0.1365624474217792,0.5987600332356806,0.001819845741141329,136,20
ox,LDHB,Hypoxia,0.6394618690283611,0.1027052202362584,0.4381633363410403,0.8407604017156819,4.77924721263766e-10,136,20
ox,LRPPRC,Inflamm,0.36506051802134654,0.11680568968357084,0.13612557305218595,0.5939954629905071,0.0017758402483367863,136,20
ox,LRPPRC,Hypoxia,0.6328580885237726,0.10119851434650892,0.4345126451156551,0.83120353193189,4.01019863871612e-10,136,20
ox,MFN2,Inflamm,0.3651771582140715,0.11470025690472252,0.1403687856633237,0.5899855307648193,0.0014537957024962852,136,20
ox,MFN2,Hypoxia,0.6379807029481886,0.099741974879299,0.4424900244378638,0.8334713814585135,1.5917551530972492e-10,136,20
ox,MGST3,Inflamm,0.36648811642270285,0.11705578663586635,0.13706299043439982,0.5959132424110059,0.00174280849179618,136,20
ox,MGST3,Hypoxia,0.6506534722049298,0.10153089066430361,0.45165658318462065,0.8496503612252388,1.470270221807224e-10,136,20
ox,MPC1,Inflamm,0.37674933799475574,0.11727552798091785,0.14689352688423737,0.6066051491052741,0.0013157849132667987,136,20
ox,MPC1,Hypoxia,0.6537534998197696,0.10062717449596166,0.4565278619416573,0.8509791376978819,8.205252531882716e-11,136,20
ox,MRPL11,Inflamm,0.36700213545434035,0.11668793825367342,0.1382979790469068,0.5957062918617739,0.0016599650656840168,136,20
ox,MRPL11,Hypoxia,0.6459848592706394,0.10077159295731064,0.44847616640958043,0.8434935521316984,1.4515117989406907e-10,136,20
ox,MRPL15,Inflamm,0.3707746300164909,0.1175489167637648,0.1403829867378153,0.6011662732951666,0.0016093013338087034,136,20
ox,MRPL15,Hypoxia,0.6401719789730078,0.10160750215051571,0.4410249341989209,0.8393190237470947,2.968017351219895e-10,136,20
ox,MRPL34,Inflamm,0.3646523651881767,0.11780135662883177,0.13376594886570764,0.5955387815106457,0.0019649112689960374,136,20
ox,MRPL34,Hypoxia,0.643235445842502,0.10227888339663878,0.4427725180061183,0.8436983736788858,3.1944608570360236e-10,136,20
ox,MRPL35,Inflamm,0.3620836292215319,0.1172345083776575,0.13230821505606397,0.5918590433869999,0.002011416860042349,136,20
ox,MRPL35,Hypoxia,0.6382988980284303,0.10275973767659961,0.4368935131215114,0.8397042829353492,5.245913131168428e-10,136,20
ox,MRPS11,Inflamm,0.37126169283925403,0.11720098979760177,0.14155197388350824,0.6009714117949998,0.001536314193163603,136,20
ox,MRPS11,Hypoxia,0.6434242840105644,0.10224751977293332,0.443022827747068,0.8438257402740608,3.1176850463285693e-10,136,20
ox,MRPS12,Inflamm,0.36964126847411805,0.11680904388134367,0.14069974939812568,0.5985827875501104,0.001553540079724648,136,20
ox,MRPS12,Hypoxia,0.6436206960568962,0.10086913175544394,0.4459208306644006,0.8413205614493918,1.7622297480099358e-10,136,20
ox,MRPS15,Inflamm,0.3675769662458199,0.11694942694834595,0.13836030141446382,0.596793631077176,0.0016720182037751295,136,20
ox,MRPS15,Hypoxia,0.6476840905579859,0.10159147358675806,0.44856846119158794,0.846799719924384,1.825117033662576e-10,136,20
ox,MRPS22,Inflamm,0.37893539633806106,0.11704747777882281,0.14952655541031606,0.6083442372658061,0.001206029291436764,136,20
ox,MRPS22,Hypoxia,0.6491337061536882,0.10075577581274307,0.45165601432631985,0.8466113979810564,1.1740901851966978e-10,136,20
ox,MRPS30,Inflamm,0.3693641633019439,0.11589559480001767,0.1422129715270617,0.5965153550768261,0.0014373575068527382,136,20
ox,MRPS30,Hypoxia,0.6420677719863557,0.09872123097257454,0.44857771477064945,0.8355578292020619,7.829157945943472e-11,136,20
ox,MTRF1,Inflamm,0.3662657639918938,0.1172545288482813,0.13645111042504968,0.596080417558738,0.0017860387278576715,136,20
ox,MTRF1,Hypoxia,0.6383718085245951,0.10254129616965932,0.4373945611040078,0.8393490559451824,4.799937134691998e-10,136,20
ox,MTRR,Inflamm,0.3753415351150542,0.1148686801989681,0.15020305897342745,0.6004800112566809,0.0010847476472547128,136,20
ox,MTRR,Hypoxia,0.6436341500468914,0.09998445438095477,0.44766822044633203,0.8396000796474508,1.2158359669292756e-10,136,20
ox,MTX2,Inflamm,0.36354319821435666,0.11690780335685455,0.1344081141232309,0.5926782823054824,0.001873045539945861,136,20
ox,MTX2,Hypoxia,0.6360441049429499,0.10204128313701931,0.4360468650581377,0.8360413448277622,4.5699126271934295e-10,136,20
ox,NDUFA1,Inflamm,0.3797297404002191,0.11838471914152589,0.14769995456293883,0.6117595262374994,0.0013385178217108582,136,20
ox,NDUFA1,Hypoxia,0.6567529466509021,0.10158352097757682,0.4576529041120825,0.8558529891897217,1.0119675338143105e-10,136,20
ox,NDUFA2,Inflamm,0.3731560540552945,0.11796137728284764,0.14195600301417183,0.6043561050964172,0.0015595138789187522,136,20
ox,NDUFA2,Hypoxia,0.655426666768276,0.10171076012467986,0.4560772400837108,0.8547760934528412,1.1634601490408813e-10,136,20
ox,NDUFA3,Inflamm,0.366774348013598,0.11971208015108517,0.13214298240309877,0.6014057136240972,0.002185420512315205,136,20
ox,NDUFA3,Hypoxia,0.6615343644106741,0.10395191870234378,0.4577923476302447,0.8652763811911036,1.9675895971341818e-10,136,20
ox,NDUFA4,Inflamm,0.38453809991057786,0.11735480858426449,0.15452690167282748,0.6145492981483283,0.0010502283222338247,136,20
ox,NDUFA4,Hypoxia,0.65547810984941,0.10014770928011417,0.4591922065261985,0.8517640131726215,5.945027371372716e-11,136,20
ox,NDUFA5,Inflamm,0.3812077708490671,0.11776328263638941,0.15039597818053274,0.6120195635176015,0.0012076457015324847,136,20
ox,NDUFA5,Hypoxia,0.6554451845882108,0.10127805794420311,0.456943838593412,0.8539465305830096,9.688119304225142e-11,136,20
ox,NDUFA6,Inflamm,0.37304485294834133,0.11636483256774977,0.14497397204851825,0.6011157338481644,0.0013467762140616415,136,20
ox,NDUFA6,Hypoxia,0.6523293331955887,0.09992689913644243,0.4564762098013949,0.8481824565897825,6.662460519695828e-11,136,20
ox,NDUFA7,Inflamm,0.3723534759851589,0.11815598699488289,0.1407719969174054,0.6039349550529124,0.0016250534010084216,136,20
ox,NDUFA7,Hypoxia,0.6573696683568114,0.10264938704218127,0.45618056671902363,0.8585587699945992,1.5132918508604738e-10,136,20
ox,NDUFA8,Inflamm,0.3609826839728968,0.1183799273142294,0.12896228994453776,0.5930030780012558,0.0022933162780242127,136,20
ox,NDUFA8,Hypoxia,0.6348550227078515,0.10231768810364138,0.4343160390433121,0.835394006372391,5.478614223397317e-10,136,20
ox,NDUFA9,Inflamm,0.37529336765628596,0.11634089469316458,0.14726940412851627,0.6033173311840556,0.0012561767486363932,136,20
ox,NDUFA9,Hypoxia,0.6464351555128753,0.10024900961792264,0.44995070717593744,0.8429196038498132,1.1311566857233025e-10,136,20
ox,NDUFAB1,Inflamm,0.37196888631271474,0.11734321299670894,0.14198041500895284,0.6019573576164766,0.001524796224726345,136,20
ox,NDUFAB1,Hypoxia,0.6479782841748547,0.10178158810739334,0.44849003719507347,0.8474665311546359,1.9356615884315539e-10,136,20
ox,NDUFB1,Inflamm,0.3638645882089242,0.12055482216237043,0.12758147860804703,0.6001476978098014,0.002542391003962751,136,20
ox,NDUFB1,Hypoxia,0.6544665549436539,0.10562186564946906,0.44745150229076625,0.8614816075965416,5.779968356800763e-10,136,20
ox,NDUFB2,Inflamm,0.3741769116959912,0.11756051727335538,0.14376253183631574,0.6045912915556667,0.0014583563047096642,136,20
ox,NDUFB2,Hypoxia,0.6575555748925728,0.10215056630412761,0.45734414393611184,0.8577670058490336,1.2176071570204786e-10,136,20
ox,NDUFB3,Inflamm,0.37431082032493457,0.11824225442218465,0.1425602602066307,0.6060613804432384,0.0015474932905405231,136,20
ox,NDUFB3,Hypoxia,0.6454933488748691,0.1032610889790391,0.44310533347156655,0.8478813642781716,4.076234739334047e-10,136,20
ox,NDUFB4,Inflamm,0.37695734404396886,0.11752690625058697,0.14660884057840304,0.6073058475095346,0.0013393449674894992,136,20
ox,NDUFB4,Hypoxia,0.6558879929688401,0.10206505245119174,0.4558441660843128,0.8559318198533675,1.3085387051622974e-10,136,20
ox,NDUFB5,Inflamm,0.3746606165184512,0.1180381777173253,0.14331003939175524,0.6060111936451471,0.0015032104163830824,136,20
ox,NDUFB5,Hypoxia,0.6480773865706326,0.10227816968591244,0.4476158575815679,0.8485389155596974,2.351659924183093e-10,136,20
ox,NDUFB6,Inflamm,0.36940119337581634,0.11866341214164434,0.13682517929556046,0.6019772074560722,0.0018518548741622203,136,20
ox,NDUFB6,Hypoxia,0.6492434357121646,0.10332948038475681,0.44672137561680325,0.8517654958075259,3.315986455795044e-10,136,20
ox,NDUFB7,Inflamm,0.3714755331370587,0.11791142656050353,0.14037338371273225,0.6025776825613852,0.0016301215612843296,136,20
ox,NDUFB7,Hypoxia,0.6545416480414734,0.10164721080757425,0.4553167757296773,0.8537665203532695,1.19988707262402e-10,136,20
ox,NDUFB8,Inflamm,0.3787290793752498,0.11755040296149855,0.14833452320254215,0.6091236355479575,0.0012736839135645513,136,20
ox,NDUFB8,Hypoxia,0.6524253982765847,0.10080718978039538,0.4548469369243156,0.8500038596288539,9.670608170244266e-11,136,20
ox,NDUFC1,Inflamm,0.36391442538636887,0.11898965952600661,0.13069897818271256,0.5971298725900251,0.002225444865079603,136,20
ox,NDUFC1,Hypoxia,0.6464863050682228,0.10381049374139548,0.443021476117767,0.8499511340186786,4.737487313082819e-10,136,20
ox,NDUFC2,Inflamm,0.3768830973420141,0.11725710854336822,0.14706338766570848,0.6067028070183197,0.0013082679217493172,136,20
ox,NDUFC2,Hypoxia,0.6538034398287669,0.10109983429436,0.4556514057688539,0.8519554738886799,1.000277687901699e-10,136,20
ox,NDUFS1,Inflamm,0.3717644895991442,0.11595474383669999,0.14449736784264444,0.599031611355644,0.0013453921584170093,136,20
ox,NDUFS1,Hypoxia,0.6407296179234271,0.10035945791606025,0.44402869489998575,0.8374305409468684,1.721302251485561e-10,136,20
ox,NDUFS2,Inflamm,0.36451857420467726,0.11701109616959443,0.1351810399207195,0.593856108488635,0.0018379036340355228,136,20
ox,NDUFS2,Hypoxia,0.6396044360014361,0.1013457539650581,0.4409704082438649,0.8382384637590073,2.770370396096153e-10,136,20
ox,NDUFS3,Inflamm,0.3706504598252849,0.1158880060801862,0.14351414166796111,0.5977867779826087,0.0013821618712221225,136,20
ox,NDUFS3,Hypoxia,0.6477115618103291,0.10076581867405535,0.45021418633648697,0.8452089372841711,1.2938761934967184e-10,136,20
ox,NDUFS4,Inflamm,0.3731185653431357,0.11797732923194579,0.14188724905629743,0.6043498816299739,0.0015635125297129922,136,20
ox,NDUFS4,Hypoxia,0.6459239179264924,0.10133090811508887,0.44731898750018073,0.8445288483528041,1.836785218598941e-10,136,20
ox,NDUFS6,Inflamm,0.3720070457044091,0.11720321210400993,0.14229297110814074,0.6017211203006775,0.001503357895549401,136,20
